Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772942464,50,,Aggregated,7.400000,0.000000,4400,5000,5600,6000,6800,7300,8400,8500,10000,10000,10000,305,0,4400.0,4573.297611475391,2134.9120999998377,10250.689099999818,11979150.081967212
1772942467,50,,Aggregated,6.600000,0.000000,4500,5200,5700,6100,6800,7300,8400,8500,10000,10000,10000,317,0,4500.0,4621.08063217664,2134.9120999998377,10250.689099999818,12821634.006309148
1772942469,50,,Aggregated,5.400000,0.000000,4600,5400,5800,6100,6700,7300,8400,8500,10000,10000,10000,339,0,4600.0,4688.411131268421,2134.9120999998377,10250.689099999818,12500575.439528024
1772942470,50,,Aggregated,5.600000,0.000000,4600,5300,5700,6100,6700,7200,8400,8500,10000,10000,10000,345,0,4600.0,4682.781619130417,2134.9120999998377,10250.689099999818,12298487.782608695
1772942471,50,,Aggregated,7.000000,0.000000,4600,5300,5700,6000,6600,7200,7900,8500,10000,10000,10000,353,0,4600.0,4653.369701699696,2134.9120999998377,10250.689099999818,12178338.005665723
1772942473,50,,Aggregated,8.000000,0.000000,4600,5300,5700,6000,6600,7200,7900,8500,10000,10000,10000,359,0,4600.0,4658.707237047336,2134.9120999998377,10250.689099999818,12539611.359331476
1772942475,50,,Aggregated,5.900000,0.000000,4600,5200,5600,6000,6600,7200,7900,8500,10000,10000,10000,375,0,4600.0,4620.989102399983,2134.9120999998377,10250.689099999818,12303199.408
1772942477,50,,Aggregated,6.900000,0.000000,4600,5300,5800,6100,6600,7200,7900,8500,10000,10000,10000,386,0,4600.0,4667.993953108791,2134.9120999998377,10250.689099999818,12740621.450777203
1772942478,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942479,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942480,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942481,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942482,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942483,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942484,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942485,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942486,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942487,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942488,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942489,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942490,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942491,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942492,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942493,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942494,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942495,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942496,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942497,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942498,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942499,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942500,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942501,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942502,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942504,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942505,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942506,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942507,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942508,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942509,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942510,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942511,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942512,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942513,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942514,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942515,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942516,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942517,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942518,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942519,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942520,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942521,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942522,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942523,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942524,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942525,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942526,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942527,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942528,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
1772942529,0,,Aggregated,6.900000,0.000000,4700,5300,5700,6100,6600,7200,7900,8500,10000,10000,10000,394,0,4600.0,4672.27004670049,2134.9120999998377,10250.689099999818,12610663.116751269
